pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,tfopwg_disp
5.4820954,4.4375744,8403.067642,13.3111519,419.3870005,1154.179857,12.9998,702.626,5719.0,4.23,1.28194,PC
3.9010509,4.2743803,3017.555529,15.3760904,3848.724729,2008.85672,12.4084,938.939,6257.0,3.65,2.7449501,PC
1.6883103,2.674,7400.0,7.5805,941.489,1543.0,13.1464,343.885,4830.0,4.42,0.9,PC
1.5503072,2.3242495,4601.821312,15.625642,12362.17264,2689.326,12.5715,937.29,7747.0,4.1,1.98568,PC
2.3753009,1.502194,9683.886557,14.7510708,1905.072442,1684.991147,13.2064,796.177,6087.0,4.18,1.43317,PC
1.8751894,2.798,9200.0,14.0349,1205.51,1641.0,13.2474,639.641,5410.0,4.06,1.5,PC
12.4844641,2.827,17130.0,8.49489,7.652,463.0,12.9865,156.504,3815.0,4.63,0.63,PC
2.9157041,3.375,12630.0,13.8344,1361.85,1692.0,12.8826,613.765,6400.6,4.39,1.2,PC
2.5312823,4.428,1320.0,11.7709,9149.72,2724.0,11.8974,812.367,6170.0,3.56,2.98,PC
3.4177514,3.415,10160.0,15.3577,734.21,1450.0,12.5489,477.787,5868.0,4.1,1.52,PC
2.7509863,1.998979,10686.89652,12.6685799,587.6484052,1255.738299,12.4502,398.356,5317.0,4.34,1.0711401,PC
25.8944827,2.136,27610.0,17.6301,2.69966,357.0,12.8508,215.482,4375.0,4.53,0.74,PC
0.6843601,0.762,720.0,6.83269,2045.89,1873.0,10.6872,476.182,6779.0,3.93,2.17,PC
2.0042661,3.2004171,8701.890506,17.4679856,6165.181107,2259.988396,12.5159,855.352,7284.0,4.14,1.8149,PC
3.1479532,3.3502554,10550.59088,17.745577,2765.48372,1849.53488,11.7734,620.461,7298.0,4.23,1.63943,PC
3.5414573,2.83,5930.0,7.74182,333.084,1190.0,13.1021,451.666,5244.0,4.4,0.99,PC
2.3907751,4.1827898,10809.34256,21.8606641,2835.627501,1861.152862,13.4784,760.803,5382.0,3.76,2.0989001,PC
2.1803154,2.6629308,8016.026387,18.3770154,6330.162249,2274.958402,12.9859,1309.84,7166.0,4.04,1.9933,PC
10.3380912,3.972,6750.0,14.0125,183.03,1024.0,10.5375,276.632,6650.0,4.12,1.7,PC
0.9183768,1.009,6480.0,7.7093,660.579,1412.0,13.4706,462.312,5176.0,4.47,0.9,PC
3.6238662,2.723108,11798.11143,16.4563404,1310.902822,1534.660709,13.1454,810.882,6717.3,4.3,1.39527,PC
4.1689145,2.1905198,7081.420152,7.3156426,201.8900648,961.3875339,12.6409,309.143,5119.0,4.49,0.874119,PC
2.9508097,2.1699793,8878.203099,19.4435142,1793.396788,1659.73536,12.5517,683.852,5823.8,3.99,1.70744,PC
5.3868381,3.225,18740.0,15.8461,255.316,1113.0,13.1657,696.257,5915.0,4.37,1.13,PC
2.3365744,2.53,4580.0,9.51324,1516.77,1738.0,13.1961,1028.89,6545.0,4.27,1.41,PC
5.6089886,2.7514799,7494.882016,8.1185589,173.8254973,926.0791782,13.0221,429.268,5353.3,4.47,0.927391,PC
1.4005308,2.1755276,21518.39691,15.9952422,1816.673837,1665.094898,13.4718,610.587,5765.0,4.4,1.06059,PC
6.1080224,4.68,7840.0,12.8902,544.723,1345.0,12.8426,854.987,6204.0,4.17,1.48,PC
4.9386676,3.2881257,4880.254978,21.2842391,2578.09605,1817.374889,13.2906,1702.46,5646.0,3.48,3.0218699,PC
4.8163162,3.5830779,15809.06768,14.751756,330.3698152,1087.351204,13.398,620.413,5290.0,4.26,1.1743,PC
3.0923729,3.061,7200.0,15.1739,1605.66,1763.0,11.3321,516.643,6510.2,4.07,1.76,PC
4.120004,1.9086349,13334.26514,10.4236143,270.6876112,1034.515125,13.1351,475.616,5497.6,4.51,0.902842,PC
3.1833919,2.017,9850.0,13.8362,430.956,1269.0,11.5787,476.831,6405.0,4.27,1.39,PC
3.2551315,2.3440735,14394.40554,17.8868067,1237.424919,1512.688356,13.1701,930.864,6433.0,4.3,1.3329901,PC
17.6229161,2.976,8430.0,11.2819,23.6888,614.0,11.7983,400.069,5973.8,4.31,1.21,PC
2.6797436,2.0292672,9857.923383,12.2250402,709.9849597,1316.533871,12.7739,488.429,5573.0,4.37,1.07552,PC
1.6667559,2.35,1730.0,5.73913,3970.53,2211.0,11.7248,598.894,7189.4,4.35,1.4,PC
5.8677921,3.400512,14083.52424,12.8354727,233.7179242,997.224075,12.9395,488.069,5565.6,4.39,1.04333,PC
1.4658218,1.294,8700.0,12.9122,491.415,1311.0,12.5548,550.393,5586.0,4.17,1.36,PC
2.5492773,2.301,3970.0,13.2377,1223.62,1647.0,12.1957,1039.33,6862.4,3.98,2.07,PC
3.2905683,2.7899266,18079.62264,14.6087971,560.3316578,1240.883585,13.1225,601.602,5689.0,4.39,1.06203,PC
3.8960447,2.15,13340.0,12.1478,151.232,976.0,12.7251,406.497,5295.0,4.38,1.02,PC
3.6346303,2.728,25220.0,13.6402,215.456,1067.0,13.0456,359.948,5058.0,4.51,0.85,PC
2.9594596,0.706,2140.0,7.75397,94.5522,868.0,11.4102,294.652,5560.0,4.28,1.19,PC
3.8850001,2.8815405,18102.2024,12.1627174,268.037691,1031.973907,12.4679,339.069,5382.2,4.51,0.89315,PC
3.7178656,3.2262534,11274.59591,13.6754452,837.7005046,1372.119524,13.4461,940.296,6268.0,4.34,1.23586,PC
4.9513106,4.1704262,8623.700153,14.0040077,663.7580626,1294.560054,12.4988,595.141,5914.0,4.16,1.43625,PC
4.8709815,4.437,12380.0,21.2108,611.598,1385.0,12.3972,790.338,5908.0,3.92,1.87,PC
1.0358225,1.191,6610.0,10.1292,1819.34,1819.0,13.4768,868.355,6180.0,4.4,1.14,PC
4.8504819,4.9957058,6852.335047,17.4413086,1660.316602,1628.04902,13.147,1386.95,6313.0,3.9,2.05899,PC
3.2371501,3.3511315,10146.68371,13.8548638,984.9041254,1428.789463,13.2237,814.386,5800.1,4.19,1.35302,PC
5.4290781,3.1018506,7391.608477,24.5471729,1214.22956,1505.549191,11.5562,629.284,6403.0,4.01,1.86967,PC
2.5972551,2.7403458,9907.481427,23.7348191,5351.181787,2181.384263,13.0367,1555.25,7054.0,3.98,2.1075301,PC
3.1235179,2.7145235,15459.80276,13.2914966,489.470679,1199.641331,12.3381,359.079,5376.0,4.37,1.04447,PC
2.9150294,2.819,13530.0,12.8379,464.816,1293.0,12.3722,397.985,5385.0,4.33,1.08,PC
3.2493152,1.849,9260.0,10.3587,173.46,1011.0,13.239,563.928,5371.2,4.37,1.04,PC
24.0819851,4.032,7830.0,9.42632,22.9814,609.0,12.6635,505.207,5952.0,4.43,1.05,PC
1.3460633,1.829,15780.0,14.2662,1231.36,1650.0,12.5984,504.711,5788.7,4.38,1.09,PC
3.0193545,1.345,2360.0,14.357,1252.3,1657.0,12.8957,872.986,6341.0,4.23,1.42,PC
3.6217624,2.963,6140.0,10.1723,493.866,1313.0,13.1697,765.939,5788.0,4.24,1.28,PC
4.1124956,1.9071145,5537.325077,12.4396125,1230.140095,1510.457094,13.0933,1059.16,6145.0,4.07,1.64364,PC
3.6566206,2.557,21730.0,13.587,113.212,908.0,12.6496,253.701,4489.2,4.37,0.91,PC
11.0783748,2.673,9060.0,10.2336,36.8868,686.0,12.228,387.635,5623.0,4.39,1.06,PC
15.9544918,3.742,12480.0,9.88117,19.3942,584.0,13.3104,362.075,4798.0,4.51,0.82,PC
1.2220437,1.871,20110.0,14.8723,973.648,1556.0,13.2705,489.128,5196.0,4.38,1.0,PC
14.4832964,4.696,10870.0,13.2087,232.655,1088.0,12.4645,474.448,6039.0,4.47,1.02,PC
3.383466,2.746,1400.0,4.68953,559.625,1355.0,11.1774,298.349,5838.0,4.28,1.23,PC
16.1020097,3.871,22600.0,13.9974,42.3341,710.0,13.191,578.344,6010.0,4.56,0.92,PC
5.6922342,2.975,1550.0,4.57552,215.174,1067.0,12.1726,396.697,5648.0,4.34,1.12,PC
3.2693612,2.029,10790.0,9.96136,281.839,1141.0,13.2278,559.867,5814.0,4.52,0.93,PC
3.4952497,1.745,19250.0,12.6528,50.504,742.0,13.4791,321.733,4304.8,4.36,0.9,PC
2.0436029,1.513,12980.0,13.3605,321.632,1179.0,11.655,314.443,5568.0,4.32,1.13,PC
3.2956376,2.487,20300.0,12.4635,155.029,983.0,13.167,330.706,4646.6,4.44,0.86,PC
16.5968329,4.395,1750.0,4.85367,77.8158,827.0,11.1971,312.302,6329.0,4.41,1.16,PC
5.1119781,1.413,1415.0,10.6694,890.377,1521.0,10.0139,627.07,8562.0,3.91,2.67,PC
3.0012386,3.164,13660.0,14.4673,1099.61,1604.0,13.3887,926.538,6331.0,4.37,1.21,PC
1.7763987,0.638,5670.0,10.8531,137.995,954.0,12.3903,256.022,4899.3,4.5,0.84,PC
1.5574603,1.272,3900.0,6.15317,358.839,1212.0,11.7201,249.02,5564.4,4.46,0.93,PC
10.9543562,4.737,8770.0,9.03653,113.516,909.0,12.8385,450.577,5542.4,4.46,0.96,PC
2.1371195,2.38,15620.0,13.2766,697.213,1431.0,13.2252,587.858,5570.0,4.41,1.03,PC
5.7310859,1.693,10870.0,11.8502,60.3278,776.0,12.7251,488.695,5552.1,4.37,1.07,PC
18.565813,3.82,9420.0,7.83236,13.8526,537.0,12.3572,215.045,4671.0,4.51,0.79,PC
2.6292572,1.582,3790.0,8.44711,469.737,1296.0,12.565,642.727,5933.0,4.21,1.35,PC
4.754432,2.147,13130.0,11.4372,158.463,988.0,12.3591,353.347,5491.7,4.47,0.94,PC
4.4100654,2.362,6450.0,8.08157,232.658,1088.0,12.3882,409.36,5726.0,4.46,0.99,PC
3.8951475,1.386,8970.0,14.6884,256.108,1114.0,12.6262,749.176,6071.0,4.15,1.48,PC
5.5822739,1.463,7390.0,11.6541,64.0979,788.0,13.0635,756.221,5997.0,4.29,1.25,PC
6.0835972,2.133,8460.0,12.0351,102.465,886.0,12.0165,404.598,5579.0,4.25,1.22,PC
6.5846694,2.572,22460.0,14.5999,107.766,897.0,12.76,493.754,5852.0,4.49,0.97,PC
4.1225477,2.206,5760.0,12.0574,257.46,1115.0,11.9123,493.77,5662.2,4.06,1.55,PC
0.8377576,1.074,1410.0,6.706,2114.06,1889.0,11.3616,482.566,6322.5,4.13,1.6,PC
4.8104679,2.547,1940.0,4.19665,167.688,1002.0,11.3093,200.724,5332.3,4.47,0.92,PC
2.1614819,1.076,6340.0,8.10367,108.567,899.0,13.0673,300.232,4501.0,4.41,0.87,PC
3.3401814,2.452,4960.0,8.19874,332.424,1189.0,12.131,384.153,5508.5,4.31,1.14,PC
4.2441117,3.771,7540.0,14.06,671.867,1418.0,12.7279,823.577,6034.0,4.1,1.57,PC
5.3298577,1.95,9330.0,8.01139,46.3832,727.0,13.0874,318.317,4773.0,4.52,0.8,PC
2.5228506,2.15,21300.0,12.9082,307.773,1166.0,12.4244,301.63,5294.0,4.56,0.84,PC
2.7694074,2.692,1010.0,3.02805,551.573,1350.0,12.387,331.96,5269.6,4.44,0.94,PC
4.5808535,3.488,11480.0,12.4319,328.68,1186.0,11.9956,366.405,5528.7,4.31,1.14,PC
9.0576962,2.37,3430.0,4.28974,79.0884,830.0,12.852,222.228,4485.0,4.57,0.72,PC
6.6713748,3.299,7480.0,9.63035,162.655,994.0,12.7533,525.225,5614.5,4.35,1.11,PC
4.3773113,2.329,1430.0,2.97425,144.988,966.0,11.6832,181.653,5127.0,4.63,0.75,PC
8.6789911,3.865,9700.0,11.1545,135.622,950.0,13.4312,733.953,5693.8,4.35,1.12,PC
5.2077671,2.369,850.0,2.66176,144.63,966.0,11.0866,194.548,5522.5,4.5,0.92,PC
9.546972,2.112,17300.0,12.4743,33.8682,672.0,13.3215,593.676,5834.0,4.54,0.91,PC
2.9406027,1.167,9820.0,10.835,168.01,1003.0,13.3819,580.009,5464.2,4.44,0.97,PC
14.8496574,4.287,8710.0,9.3235,70.8112,808.0,13.403,545.646,5296.6,4.43,0.96,PC
5.3599361,3.407,11350.0,11.2314,306.956,1166.0,13.0187,609.296,5933.0,4.43,1.04,PC
1.7213564,2.035,11890.0,10.674,559.726,1355.0,12.8532,381.744,5072.0,4.42,0.95,PC
3.5115357,3.527,9290.0,12.81,569.545,1360.0,12.3758,511.363,5490.8,4.16,1.35,PC
5.7158895,2.437,22050.0,12.3206,76.4949,823.0,12.0581,245.248,5224.0,4.56,0.82,PC
9.3517097,2.682,1590.0,3.52814,47.221,730.0,11.6301,219.72,5298.6,4.52,0.86,PC
4.0384773,1.185,8110.0,7.98387,17.0069,565.0,12.5764,186.628,4180.4,4.42,0.83,PC
2.2012625,2.175,25690.0,13.6145,387.574,1236.0,12.3655,275.019,5177.8,4.56,0.81,PC
3.4014954,1.959,7370.0,9.32202,313.317,1172.0,12.9339,610.654,6005.0,4.43,1.06,PC
3.0654283,2.194,5850.0,10.6174,264.883,1123.0,13.4565,769.96,5236.0,4.12,1.35,PC
3.8960617,1.734,22610.0,12.1401,84.8919,845.0,12.251,262.531,5247.0,4.59,0.8,PC
4.4921154,3.108,19562.0,14.9094,223.672,1077.0,12.7594,426.94,5353.0,4.34,1.08,PC
2.2035349,2.573,7570.0,13.3861,1272.37,1663.0,12.9774,710.588,6141.0,4.14,1.52,PC
3.4608812,3.608,16514.0,19.0253,672.096,1418.0,13.2363,684.911,5695.0,4.08,1.52,PC
7.6644,4.1888923,8534.563836,9.9098801,175.3654356,928.1234573,13.4428,684.857,5694.0,4.41,1.04215,PC
1.97549,2.409,5457.0,17.6764,5560.11,2405.0,13.2345,1898.68,8523.0,3.98,2.46,PC
11.7512673,2.143,7683.0,17.4049,86.313,849.0,12.7091,710.669,6571.0,4.12,1.68,PC
1.6923573,1.9912433,20172.9324,12.7696702,762.5979736,1340.274211,12.9577,367.428,5287.0,4.5,0.88876,PC
2.3466472,1.957,25278.0,12.2268,153.353,980.0,13.2129,262.301,4477.0,4.53,0.75,PC
3.4895723,2.378,32560.0,12.9484,87.9248,853.0,13.4454,250.357,4315.0,4.57,0.71,PC
2.8817718,2.842,13332.0,14.8764,854.357,1506.0,12.9307,707.03,6137.0,4.23,1.38,PC
3.1082514,1.5649451,5659.468688,13.7608011,1763.421658,1652.756189,12.8967,691.327,6413.0,4.17,1.5486799,PC
5.5613023,5.64,2200.0,10.4506,713.503,1439.0,12.5714,766.246,5607.0,3.72,2.27,PC
4.4638411,1.556,3791.0,9.59744,78.9834,830.0,12.5917,515.394,5472.0,4.11,1.42,PC
5.7033411,3.039,14730.0,15.2151,217.888,1070.0,12.475,519.917,5933.0,4.28,1.24,PC
6.7716021,6.279,4580.0,16.5311,831.07,1495.0,12.933,1125.06,6136.0,3.67,2.62,PC
2.2297524,2.498,8798.0,10.5562,970.705,1555.0,13.4743,682.99,5846.0,4.32,1.17,PC
3.4488281,3.091,14430.0,15.6361,617.246,1388.0,13.3364,701.783,5994.0,4.27,1.27,PC
2.1861455,2.42,8780.0,11.5599,612.53,1385.0,13.3788,558.58,5342.0,4.22,1.24,PC
2.9897732,3.06,12893.0,17.6166,1317.93,1678.0,11.9401,591.367,6786.0,4.21,1.57,PC
3.4043154,0.805,9317.0,20.3568,113.665,909.0,13.3356,499.795,5833.0,4.46,1.0,PC
3.1274951,2.5639391,13633.91673,17.6985303,1481.461049,1582.312682,12.402,591.045,6457.0,4.25,1.41321,PC
2.6686464,1.249,7370.0,12.9106,332.941,1190.0,13.0795,428.906,5227.0,4.48,0.9,PC
12.0031646,5.2145528,5497.300196,10.9265063,234.5768031,998.1389779,11.5687,436.306,6362.0,4.25,1.40388,PC
3.8426038,2.022,5880.0,12.7873,453.87,1285.0,13.0367,868.492,7032.0,4.19,1.66,PC
3.2399875,2.749,18440.0,13.613,380.139,1230.0,13.2091,541.735,5521.0,4.45,0.97,PC
3.3501179,1.651,4066.0,17.5987,279.334,1138.0,12.4615,836.639,6238.0,3.7,2.57,PC
6.2329571,3.043,2367.0,14.2956,1245.8,1655.0,12.2996,488.547,6016.0,4.1,1.55,PC
4.7253516,5.123,7817.0,17.6483,2045.04,1873.0,12.8051,870.816,7220.0,3.98,2.15,PC
4.6709424,0.101,870.0,21.2461,2.26831,341.0,12.1661,920.632,7211.0,4.14,1.79,PC
10.6001229,5.375,6115.0,10.601,240.751,1097.0,13.3604,878.69,5647.0,4.08,1.51,PC
10.511362,3.112,16120.0,11.935,61.3806,779.0,10.7486,162.569,5908.0,4.54,0.92,PC
1.7922888,1.622,18880.0,12.6983,318.713,1177.0,13.3926,467.428,5095.7,4.47,0.89,PC
23.2547644,7.935,9410.0,10.7553,172.212,1009.0,11.379,221.536,5627.0,4.55,0.88,PC
3.5472157,4.503,6550.0,16.293,992.177,1563.0,13.4497,987.539,5548.0,3.82,2.02,PC
3.6089193,2.255,5318.0,17.0677,1247.0,1655.0,11.863,486.721,5854.0,4.04,1.63,PC
5.3438948,4.139,6479.0,16.9428,1248.08,1655.0,12.9324,1619.19,7469.0,3.95,2.3,PC
2.8744227,4.081,5002.0,13.3953,2213.89,1910.0,12.2454,773.366,6334.0,3.86,2.17,PC
3.4600026,1.827,8214.0,17.6761,744.569,1455.0,12.9854,654.004,5997.0,4.21,1.37,PC
1.81451,1.746,12864.0,13.3431,609.008,1383.0,12.1134,399.813,5696.0,4.31,1.17,PC
3.7027104,3.572,12813.0,21.058,1803.49,1815.0,12.5696,878.067,7493.0,4.12,1.9,PC
4.8982659,2.874,2055.0,4.84123,293.004,1152.0,11.7194,315.572,5696.0,4.37,1.09,PC
3.9606593,3.442,5810.0,10.7218,970.247,1554.0,12.9762,626.396,6647.0,4.29,1.4,PC
4.5432349,3.609,12236.0,12.5868,1563.16,1751.0,12.4705,511.571,7998.0,4.6,1.16,PC
4.3271416,2.382,5340.0,14.5369,400.919,1246.0,12.1693,670.801,5994.0,3.92,1.91,PC
4.3359117,3.461,8530.0,13.9797,485.004,1307.0,13.2395,764.591,5815.0,4.1,1.51,PC
1.82544,1.744,21650.0,11.7503,181.783,1022.0,13.3507,245.737,4324.0,4.49,0.77,PC
2.6325313,4.167,4220.0,15.2766,1493.24,1731.0,13.0217,851.105,5407.0,3.64,2.42,PC
2.8067423,1.997,17630.0,13.4381,361.087,1214.0,13.4891,562.401,5863.0,4.48,0.98,PC
4.7427131,3.115,13560.0,17.876,320.783,1179.0,10.767,309.161,5947.0,4.12,1.51,PC
5.1175439,1.483,3090.0,12.6029,131.814,943.0,11.08,488.31,6429.0,3.92,2.07,PC
6.3262148,5.353,4928.0,12.5231,558.3,1354.0,13.2309,958.682,5842.0,3.9,1.9,PC
16.2840915,6.45,4600.0,7.99273,121.312,924.0,13.3177,769.204,5770.0,4.29,1.2,PC
3.6074546,2.197,1168.0,2.69934,297.468,1156.0,11.3099,207.243,5593.0,4.52,0.91,PC
3.9589142,2.42,16160.0,15.2242,301.848,1161.0,13.0911,610.074,5963.0,4.3,1.22,PC
5.8850401,3.622,3030.0,6.61503,282.509,1142.0,11.1718,274.436,5712.4,4.3,1.18,PC
2.5089892,2.341,2970.0,5.46523,609.961,1384.0,13.2338,571.615,5574.0,4.44,0.99,PC
10.0462596,2.1788712,18214.24788,16.4472821,97.290087,801.0080118,13.2687,565.437,5637.9,4.49,0.945159,PC
1.8020923,2.949,8570.0,17.3634,1870.78,1832.0,12.5798,745.145,5760.0,3.92,1.85,PC
4.2989288,3.022,4590.0,9.94472,371.547,1223.0,13.0885,562.818,5671.0,4.12,1.45,PC
4.7308142,3.062,8780.0,9.85689,295.429,1154.0,12.9186,548.908,5777.0,4.42,1.05,PC
7.1357259,2.5094893,1047.420592,2.7853042,108.1100329,822.4059608,12.3407,297.107,5446.0,4.57,0.835627,PC
7.8808589,4.788,5120.0,10.2354,289.546,1149.0,10.9342,311.111,5914.8,4.17,1.41,PC
2.3238426,2.391,9780.0,13.8867,870.497,1513.0,13.1659,869.366,5983.9,4.2,1.38,PC
5.1191172,5.563,6317.0,13.0806,939.766,1542.0,12.2319,636.467,5926.0,4.01,1.7,PC
0.7583741,0.748,850.0,5.4111,1262.0,1660.0,10.6525,328.581,6209.0,4.13,1.56,PC
4.5029619,4.169,2890.0,9.44788,2710.22,2010.0,13.028,817.383,8103.0,4.24,1.77,PC
31.4001189,2.545496,15097.0641,10.2456091,10.156754,455.3113573,13.2588,353.826,4953.0,4.55,0.791713,PC
4.6546139,1.365,5540.0,12.7473,91.4646,861.0,13.2838,903.312,5966.0,4.08,1.58,PC
1.5373948,1.194,2710.0,5.76435,621.715,1391.0,13.0273,441.274,5091.0,4.36,1.0,PC
17.356719,2.5707102,12730.27171,9.705386,17.7377655,523.4129662,13.0533,287.646,4697.0,4.55,0.760629,PC
4.567925,3.047,18440.0,14.2306,266.468,1125.0,13.1755,602.399,5675.0,4.41,1.04,PC
5.0518907,3.743,3310.0,9.11036,588.998,1372.0,11.4354,484.852,6328.9,4.15,1.55,PC
2.4076941,1.438,4810.0,7.15781,255.63,1113.0,13.2611,590.913,5702.0,4.46,0.98,PC
2.0381761,1.988,23020.0,13.0071,310.835,1169.0,13.084,339.185,4928.0,4.52,0.82,PC
6.7473822,2.112,14810.0,13.1026,47.3055,730.0,13.4167,611.532,5332.0,4.35,1.06,PC
3.8823511,2.6909833,3177.344653,9.5364228,1088.66384,1465.018804,12.6555,756.022,5622.4,3.98,1.68668,PC
3.5908038,3.027,6690.0,9.85407,462.467,1291.0,12.8377,579.364,5657.0,4.3,1.18,PC
6.7201811,3.187,18030.0,11.5271,76.4183,823.0,13.3925,415.005,4914.0,4.49,0.85,PC
2.7240303,1.649,12600.0,10.9383,193.03,1038.0,13.0531,437.789,5366.0,4.47,0.93,PC
3.1504798,1.096,9210.0,10.0008,98.0783,876.0,13.0022,411.289,5229.0,4.49,0.89,PC
6.5169955,2.416,930.0,2.26174,62.6073,783.0,10.7133,104.24,4937.5,4.64,0.71,PC
3.2175013,3.2,11871.0,16.011,1034.94,1580.0,12.6844,885.18,7932.0,4.32,1.56,PC
4.3965758,2.827,6250.0,9.71601,350.289,1205.0,12.5834,587.551,5957.0,4.3,1.23,PC
5.5679111,2.4294368,12867.44568,9.5108395,100.8499947,808.2369842,12.8682,302.435,4887.0,4.53,0.801525,PC
1.9872259,2.486,19450.0,15.6112,1292.25,1670.0,12.1484,360.76,6178.0,4.44,1.08,PC
3.7519831,2.891,17240.0,12.9516,297.501,1157.0,13.3593,543.607,5389.0,4.43,0.97,PC
9.2584055,3.8583323,2039.819559,11.7073433,811.0432719,1361.070923,10.6675,439.932,5707.0,3.64,2.53632,PC
4.625568,3.645,9810.0,13.2242,493.442,1313.0,12.804,568.171,5972.0,4.23,1.34,PC
15.634183,2.888,12980.0,11.238,23.2536,611.0,12.8934,453.772,5725.0,4.49,0.96,PC
2.8285323,2.7144158,9695.97551,10.3779772,504.0504139,1208.476595,11.9705,290.594,5257.0,4.37,1.02586,PC
5.6917579,5.3459619,5379.16838,12.6894204,694.6315867,1309.357926,12.111,592.872,5783.0,4.01,1.66513,PC
2.7284428,2.201,10460.0,12.71,427.584,1266.0,12.2523,439.803,5686.0,4.28,1.21,PC
3.177514,2.043,3640.0,5.10272,150.032,975.0,12.5509,250.984,4740.0,4.49,0.82,PC
7.495973,5.366,7790.0,12.6471,328.532,1186.0,12.8687,686.613,5667.0,4.14,1.41,PC
10.4722034,3.282,1769.0,3.13882,59.5148,773.0,12.1517,261.191,5388.0,4.61,0.79,PC
17.7046155,4.2555427,1283.705832,2.8587599,27.963637,586.5001986,12.1517,261.191,5388.0,4.61,0.791536,PC
4.9111786,2.6459244,606.3968298,3.4399601,561.8717441,1241.735358,11.1004,312.41,6186.0,4.33,1.2372299,PC
4.1539244,1.41,7500.0,9.73932,86.6756,850.0,12.9287,559.648,5737.0,4.37,1.09,PC
10.1045108,3.23,1490.0,3.3818,47.9649,733.0,12.4983,306.261,5053.0,4.46,0.9,PC
2.7741864,2.005,1910.0,3.6487,393.387,1240.0,12.4222,317.929,5636.0,4.61,0.82,PC
1.1789842,0.856,1160.0,5.02454,403.61,1248.0,12.0216,425.694,5650.0,4.17,1.37,PC
4.3954123,2.306,850.0,2.02986,119.282,920.0,11.9512,177.305,4836.0,4.6,0.73,PC
12.2740928,3.532,14450.0,12.7514,50.0141,740.0,11.2056,243.002,5674.0,4.4,1.05,PC
2.3757662,3.323,7500.0,19.1019,2544.85,1978.0,12.9978,1367.43,6676.0,3.9,2.2,PC
5.7152049,2.783,2080.0,10.4523,213.024,1064.0,12.5452,1010.35,5845.0,3.75,2.25,PC
3.5322939,1.901,2450.0,3.40196,64.0026,787.0,12.8398,153.899,4003.0,4.59,0.66,PC
14.4348737,6.023,1640.0,8.117,220.777,1073.0,11.9824,665.929,5834.0,3.89,1.93,PC
12.320331,2.327,5790.0,5.10721,7.71974,464.0,12.73,153.444,4103.0,4.62,0.65,PC
12.2788421,4.387,4960.0,9.64521,84.8171,845.0,12.955,705.399,5596.0,4.15,1.39,PC
22.1575175,3.374,837.0,2.17495,12.4497,523.0,11.101,148.616,5174.0,4.58,0.79,PC
4.8038539,2.7824259,2380.362129,4.0981388,51.6275524,683.6599416,12.3109,132.393,4080.0,4.56,0.692076,PC
2.9855843,1.184,9990.0,10.0005,100.984,883.0,12.8076,264.995,4602.0,4.48,0.82,PC
25.0930011,5.5344286,5820.935748,10.3058363,62.0331918,715.7737734,12.6541,632.646,5775.0,4.2,1.33728,PC
2.5551882,2.356,11630.0,13.5962,595.9,1376.0,12.7376,594.975,5855.0,4.3,1.21,PC
5.201975,1.175,4990.0,9.15316,30.1871,653.0,12.9267,468.817,4950.0,4.21,1.18,PC
4.8952783,5.325,4730.0,14.0672,883.882,1519.0,12.8777,912.594,5828.0,3.96,1.77,PC
2.8622679,2.646,14440.0,18.4047,1757.24,1803.0,11.6881,605.874,7167.0,4.3,1.49,PC
2.787945,1.5084757,3211.467356,7.5851475,374.4763489,1121.956058,11.8522,242.624,5375.0,4.55,0.847241,PC
4.7155974,3.4748078,11242.43397,18.3601489,821.3764221,1365.385567,12.72,766.601,5873.0,4.08,1.5585099,PC
1.9795413,2.088,2640.0,4.77367,604.981,1381.0,12.2769,308.87,5275.0,4.46,0.92,PC
3.2724973,1.459,5320.0,5.6778,44.1281,718.0,11.8417,130.284,4279.0,4.51,0.75,PC
2.3382502,2.289,13090.0,11.123,438.011,1274.0,12.8667,411.113,5263.0,4.45,0.94,PC
11.7647926,4.4338184,4428.959195,11.5240963,287.7082031,1050.407492,11.8921,578.129,5801.0,4.01,1.69397,PC
3.7630305,3.503,1580.0,5.96705,1050.55,1586.0,12.1943,608.697,6357.0,4.19,1.5,PC
4.2511214,2.823,13830.0,11.2617,240.568,1097.0,12.1311,311.002,5501.0,4.48,0.94,PC
3.6022715,2.752,9700.0,14.4799,582.883,1368.0,12.5401,702.211,6338.0,4.21,1.45,PC
3.6593967,3.917,4230.0,12.1105,1001.69,1567.0,12.6521,890.805,5875.0,3.92,1.86,PC
16.9020565,5.729,14890.0,11.3763,62.5724,783.0,11.9039,260.002,5442.0,4.49,0.91,PC
2.3745416,3.17,10590.0,13.6144,1303.71,1674.0,12.7833,631.739,5865.0,4.23,1.3,PC
3.2928068,2.107,16460.0,11.9432,159.842,990.0,12.8508,331.43,5037.0,4.44,0.91,PC
9.7938352,4.6542394,6228.307132,13.1815999,254.8254794,1019.014731,12.8051,636.934,5737.0,4.12,1.46202,PC
11.6999152,3.863,2960.0,12.0929,157.492,986.0,11.2924,701.278,6906.0,3.94,2.16,PC
7.3446285,5.044,4210.0,12.8665,506.001,1321.0,12.7397,975.983,6320.0,3.94,1.99,PC
4.461878,2.937,500.0,2.32515,459.495,1289.0,10.7152,213.719,5986.0,4.45,1.04,PC
