koi_period,koi_period_err1,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_prad,koi_prad_err1,koi_teq,koi_insol,koi_insol_err1,koi_model_snr,koi_tce_plnt_num,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_disposition_encoded
240.57135,0.001307,0.00439,0.457,0.401,-0.259,11.164,0.162,921.5,29.3,2.93,0.89,302.0,1.96,1.75,36.9,1.0,0.052,-0.208,0.943,0.287,-0.096,1
217.792748,0.003116,0.0121,0.926,0.013,-0.659,4.695,0.216,1487.0,104.0,6.15,0.96,334.0,2.94,1.23,16.6,1.0,0.182,-0.112,1.283,0.2,-0.245,1
259.34304,0.01256,0.0426,0.447,0.516,-0.242,16.04,1.1,349.7,30.3,6.04,1.02,449.0,9.65,4.36,13.1,1.0,0.262,-0.087,3.204,0.545,-1.18,2
8.34410791,5.823e-05,0.00498,0.546,0.433,-0.34,1.606,0.197,255.2,34.0,1.75,0.55,993.0,229.93,208.94,9.9,1.0,0.065,-0.195,1.058,0.326,-0.116,0
4.76815507,4.901e-05,0.00758,0.046,0.414,-0.046,2.115,0.249,61.0,7.9,0.49,0.04,761.0,79.48,28.73,9.2,1.0,0.056,-0.032,0.649,0.057,-0.057,1
2.709570339,4.94e-07,0.000149,1.238,0.059,-0.067,5.57527,0.00756,13170.8,16.6,223.75,77.63,2427.0,8211.89,8071.72,900.9,1.0,0.378,-0.252,5.208,1.807,-2.41,0
364.18129,0.02235,0.0306,0.0594,0.4299,-0.0592,6.65,1.1,469.5,95.8,1.78,0.7,209.0,0.45,0.59,7.0,1.0,0.07,-0.407,0.85,0.334,-0.076,1
37.7935113,0.0005608,0.0119,0.0794,0.3883,-0.0793,1.718,0.449,67.2,13.4,0.89,0.48,592.0,29.06,47.29,6.9,1.0,0.056,-0.329,1.076,0.591,-0.105,1
0.855294909,8.7e-08,8.36e-05,1.269,0.048,-0.044,2.89112,0.00353,6771.6,5.2,49.03,13.28,2137.0,4916.23,3918.55,870.3,1.0,0.204,-0.167,1.207,0.327,-0.268,0
350.609298,0.007818,0.0168,0.0409,0.5581,-0.0409,1.621,0.356,369.5,98.5,3.88,1.4,405.0,6.37,6.82,3.6,1.0,0.311,-0.184,1.992,0.72,-0.729,0
172.621943,0.004208,0.0137,0.3131,0.1442,-0.3131,4.435,0.621,788.0,139.0,26.09,1.33,790.0,92.12,15.43,3.4,1.0,0.029,-0.032,9.343,0.474,-2.378,1
264.708077,0.007877,0.0203,0.2277,0.2282,-0.2276,3.975,0.811,461.3,72.3,6.17,2.81,425.0,7.68,10.46,6.3,1.0,0.306,-0.301,2.907,1.323,-1.016,1
452.40428,0.04807,0.04,0.6038,0.3739,-0.3855,17.2,1.8,216.7,32.2,1.58,0.74,256.0,1.01,1.39,8.2,1.0,0.053,-0.306,1.029,0.482,-0.098,0
0.699985822,9.2e-08,0.000101,0.28,0.019,-0.006,3.02633,0.00881,389433.0,847.0,46.27,7.16,1653.0,1761.47,882.07,626.9,1.0,0.036,-0.096,0.724,0.112,-0.06,0
8.67237968,7.692e-05,0.00715,0.1385,0.3109,-0.1385,2.826,0.258,99.1,10.6,0.87,0.36,825.0,109.61,132.51,12.3,1.0,0.054,-0.271,0.882,0.359,-0.083,1
35.9216912,0.0002973,0.00714,0.7193,0.2353,-0.4049,0.585,0.318,221.3,43.0,1.38,0.5,468.0,11.38,12.73,5.6,1.0,0.083,-0.462,0.829,0.301,-0.087,1
35.8726918,0.000201,0.0047,0.963,0.068,-0.584,4.402,0.515,916.3,53.5,62.51,3.88,1670.0,1837.31,541.4,24.6,1.0,0.03,-0.03,15.369,0.955,-5.094,0
102.300622,0.001712,0.0126,0.9599,0.0149,-0.6621,4.473,0.256,781.2,87.9,35.36,6.14,984.0,221.33,104.27,13.0,1.0,0.029,-0.027,9.435,1.639,-1.256,1
359.8455,0.02754,0.0463,0.4022,0.0117,-0.4022,34.84,9.3,503.9,46.1,14.76,1.46,510.0,16.01,4.73,12.3,1.0,0.032,-0.028,6.632,0.656,-1.536,1
22.7783121,0.0001699,0.0054,0.3499,0.1412,-0.3497,1.037,0.252,155.6,32.0,1.89,1.01,863.0,130.87,211.18,7.3,1.0,0.188,-0.287,1.477,0.794,-0.351,1
114.406187,0.0015,0.00905,0.2729,0.2012,-0.2728,4.92,0.294,1306.0,143.0,2.42,0.23,267.0,1.21,0.47,11.4,1.0,0.051,-0.037,0.691,0.065,-0.067,1
132.114,0.002469,0.0142,0.2502,0.2276,-0.2502,2.514,0.481,216.8,39.2,0.75,0.05,217.0,0.52,0.17,5.7,1.0,0.06,-0.035,0.523,0.04,-0.048,1
623.2344,0.01415,0.0178,0.0831,0.3252,-0.083,14.448,0.652,602.8,46.7,2.04,0.9,196.0,0.35,0.47,15.8,1.0,0.071,-0.275,0.839,0.368,-0.089,1
217.170081,0.003511,0.0111,86.1724,14.8,-24.35,4.291,0.646,937.0,112.0,109061.0,17480.0,802.0,97.62,40.97,9.5,1.0,0.029,-0.03,11.723,1.879,-3.51,1
287.33114,0.01133,0.0306,0.529,0.412,-0.314,12.722,0.567,406.7,24.4,2.07,0.26,266.0,1.18,0.39,19.7,1.0,0.126,-0.084,1.007,0.124,-0.124,1
9.8788502,0.0003593,0.0343,0.732,0.238,-0.5,2.951,0.211,454.7,38.4,2.64,0.83,1003.0,238.98,216.59,13.4,1.0,0.087,-0.203,1.148,0.362,-0.155,2
189.456089,0.004565,0.0149,0.2906,0.3454,-0.2904,3.077,0.929,453.0,175.0,2.2,0.79,337.0,3.04,3.21,5.4,1.0,0.104,-0.25,1.026,0.367,-0.14,1
230.358183,0.004699,0.0171,0.4159,0.0643,-0.4157,2.031,0.442,1023.0,180.0,2.87,1.22,289.0,1.66,2.17,6.2,1.0,0.086,-0.276,0.884,0.375,-0.105,1
211.54114,0.01594,0.0472,0.1723,0.3262,-0.172,5.4,1.6,751.0,174.0,1.88,0.43,251.0,0.94,0.71,5.3,1.0,0.034,-0.126,0.689,0.155,-0.049,1
88.523517,0.002337,0.0232,0.9117,0.0087,-0.6588,7.22,1.0,828.0,104.0,1.6,0.17,209.0,0.45,0.13,7.7,1.0,0.06,-0.07,0.462,0.05,-0.07,1
134.35872,0.005221,0.0379,0.2786,0.1768,-0.2784,13.3,1.2,75.2,5.4,1.27,0.62,499.0,14.61,21.24,16.5,1.0,0.147,-0.275,1.433,0.704,-0.275,1
198.781156,0.005755,0.022,0.1924,0.2733,-0.1921,6.77,0.667,138.3,16.4,1.69,0.97,404.0,6.33,10.86,10.3,1.0,0.154,-0.317,1.424,0.814,-0.315,1
588.63759,0.01398,0.0173,0.3978,0.0902,-0.3978,3.84,0.812,322.1,81.1,1.52,2.14,185.0,0.28,1.55,7.4,1.0,0.087,-0.711,0.849,1.2,-0.089,0
111.149082,0.002376,0.0142,0.1665,0.308,-0.1664,2.911,0.676,394.2,84.2,1.87,0.8,364.0,4.16,5.3,5.9,1.0,0.032,-0.309,0.948,0.407,-0.074,1
284.87177,0.01685,0.0487,0.0404,0.391,-0.0402,15.63,1.4,106.7,12.5,1.84,0.8,401.0,6.1,7.91,10.1,1.0,0.292,-0.221,1.773,0.762,-0.602,1
9.8338474,0.0001654,0.0175,0.733,0.202,-0.508,14.585,0.439,57.6,2.7,0.98,0.15,946.0,188.78,74.85,23.8,1.0,0.121,-0.11,1.202,0.185,-0.148,0
190.860818,0.004524,0.0104,0.4668,0.0488,-0.4668,2.823,0.672,512.0,133.0,1.84,0.68,273.0,1.32,1.45,6.2,1.0,0.026,-0.24,0.803,0.295,-0.059,1
374.41813,0.02951,0.035,0.5723,0.3901,-0.3536,17.9,1.3,430.2,54.5,2.42,1.37,280.0,1.44,2.52,8.9,1.0,0.061,-0.331,1.124,0.64,-0.127,1
263.30198,0.005096,0.0126,0.1782,0.3054,-0.1781,2.213,0.541,377.6,73.2,2.19,0.74,308.0,2.11,2.09,5.6,1.0,0.19,-0.214,1.132,0.378,-0.223,1
370.31761,0.01194,0.0235,0.3565,0.1197,-0.3565,12.588,0.728,1885.0,151.0,2.98,0.26,182.0,0.26,0.09,15.1,1.0,0.046,-0.034,0.701,0.061,-0.063,1
37.959659,0.001095,0.017,0.3842,0.1241,-0.3492,2.793,0.487,287.9,55.8,1.41,0.47,484.0,12.93,12.58,6.9,1.0,0.03,-0.223,0.827,0.273,-0.066,1
405.6296,0.02632,0.0557,0.4652,0.0064,-0.4489,11.26,2.1,304.3,59.1,1.4,0.53,216.0,0.52,0.58,5.8,1.0,0.03,-0.24,0.79,0.299,-0.059,1
1.080695116,6.229e-06,0.00525,0.62,0.143,-0.137,7.449,0.107,312773.0,3150.0,155.22,28.92,3344.0,29671.05,17565.38,198.8,1.0,0.28,-0.12,2.34,0.436,-0.81,0
11.8307724,0.000294,0.0234,0.592,0.369,-0.383,8.791,0.532,136.0,12.9,1.16,0.29,770.0,83.17,63.41,12.4,1.0,0.124,-0.186,0.958,0.241,-0.141,1
434.28175,0.01843,0.027,0.3094,0.1312,-0.3093,8.14,1.0,663.1,93.9,1.94,1.08,212.0,0.48,0.87,12.8,1.0,0.087,-0.445,0.75,0.421,-0.079,1
33.814176,0.001091,0.0375,0.1563,0.3021,-0.1563,7.69,1.7,222.6,46.0,1.49,0.51,589.0,28.41,28.02,8.1,2.0,0.047,-0.255,0.996,0.343,-0.095,1
16.2957847,0.0002549,0.0152,0.603,0.362,-0.379,5.16,0.436,409.8,33.9,2.13,0.67,744.0,72.62,69.28,14.2,1.0,0.054,-0.216,1.012,0.318,-0.106,1
58.92565,0.0173,0.0578,0.0655,0.3635,-0.0654,14.56,2.0,44.7,7.4,1.5,0.67,809.0,101.17,137.12,5.3,7.0,0.182,-0.256,2.216,0.979,-0.569,1
24.0733775,0.0001912,0.00642,0.914,0.008,-0.011,19.612,0.437,1325.7,20.8,27.78,8.97,1263.0,601.46,514.73,76.9,1.0,0.14,-0.171,6.055,1.954,-0.837,0
19.2405821,0.0007935,0.03,0.258,0.212,-0.258,4.99,0.58,207.4,26.8,1.19,0.06,565.0,24.17,4.0,9.0,1.0,0.08,-0.025,0.848,0.038,-0.066,1
232.040326,0.006902,0.0265,0.61,0.341,-0.388,12.235,0.765,290.8,21.9,2.05,0.33,327.0,2.71,1.2,15.2,3.0,0.15,-0.1,1.156,0.185,-0.166,2
28.684308,0.001329,0.0334,0.0138,0.4465,-0.0134,4.64,0.969,282.3,41.9,1.35,0.54,512.0,16.27,20.45,9.1,2.0,0.086,-0.404,0.821,0.332,-0.091,1
265.29617,0.01548,0.0236,0.3323,0.1105,-0.3321,4.1,0.923,608.0,134.0,2.99,1.16,302.0,1.97,2.29,5.9,2.0,0.175,-0.23,1.218,0.472,-0.244,1
61.569765,0.001804,0.0248,0.486,0.074,-0.409,9.75,0.635,298.3,30.9,2.44,0.39,530.0,18.66,7.87,10.9,2.0,0.188,-0.101,1.389,0.223,-0.298,2
58.940569,0.001213,0.0144,0.643,0.324,-0.412,4.769,0.544,570.3,74.2,2.48,0.41,465.0,11.06,4.67,9.2,2.0,0.032,-0.128,0.99,0.163,-0.054,1
14.1502311,0.0001312,0.00768,0.013,0.45,-0.013,1.503,0.282,208.1,30.4,0.74,0.05,390.0,5.44,1.14,9.3,5.0,0.039,-0.021,0.529,0.03,-0.038,1
486.12702,0.02185,0.0308,0.3621,0.0933,-0.3621,9.495,0.82,120.6,15.6,1.18,0.44,249.0,0.91,1.0,8.1,2.0,0.103,-0.255,1.062,0.397,-0.141,1
1.71029474,1.492e-05,0.00736,0.825,0.143,-0.588,2.946,0.273,158.9,14.5,1.04,0.14,1267.0,610.77,286.16,14.5,4.0,0.052,-0.078,0.729,0.104,-0.064,0
31.8245304,0.0007928,0.0177,0.681,0.0462,-0.4878,4.17,1.0,79.0,23.0,0.8,0.34,589.0,28.37,36.25,7.7,2.0,0.031,-0.319,0.847,0.365,-0.057,2
12.008552,0.000168,0.014,0.901,0.002,-0.624,4.613,0.354,76.6,7.4,2.08,0.81,1016.0,251.93,305.18,11.8,2.0,0.63,-0.27,1.964,0.773,-1.159,1
10.4314847,7.38e-05,0.00649,0.95,0.001,-0.734,2.09,0.161,59.1,6.8,0.77,0.13,700.0,56.67,30.8,9.6,2.0,0.038,-0.113,0.774,0.133,-0.071,1
47.5571352,0.0007251,0.0132,0.6234,0.3427,-0.3939,1.708,0.454,339.0,68.7,1.85,0.71,507.0,15.58,17.75,6.7,2.0,0.084,-0.263,0.958,0.367,-0.114,1
1.838514245,3.88e-07,0.000178,0.947,0.134,-0.095,3.2601,0.0103,118965.0,280.0,57.6,16.98,1572.0,1447.16,1252.57,470.0,1.0,0.19,-0.19,1.055,0.311,-0.233,0
8.412008943,2.36e-07,2.38e-05,0.539,0.004,-0.001,5.41096,0.0012,136113.0,28.2,50.83,14.43,1100.0,345.76,288.38,5696.2,1.0,0.185,-0.185,1.314,0.373,-0.305,0
7.544804312,3.208e-06,0.000344,1.266,0.097,-0.066,8.2678,0.0178,6501.7,13.3,63.99,18.77,1233.0,546.03,468.91,587.2,1.0,0.495,-0.165,1.609,0.472,-0.708,0
27.2497521,0.0007038,0.0254,0.194,0.26,-0.194,11.609,0.752,102.0,8.0,4.49,0.41,1090.0,333.56,90.22,14.6,2.0,0.289,-0.051,4.524,0.416,-1.665,1
2.283466438,3.023e-06,0.00165,0.457,0.011,-0.009,7.7999,0.0155,864260.0,1028.0,218.79,64.02,2014.0,3883.24,3366.01,1103.1,1.0,0.24,-0.18,1.719,0.503,-0.503,0
17.279290765,8.89e-07,4.15e-05,0.496,0.005,-0.001,5.07591,0.00139,164308.0,76.5,27.66,2.9,556.0,22.63,8.42,2841.5,1.0,0.055,-0.055,0.658,0.069,-0.052,0
16.9972894,0.0001286,0.00561,0.825,0.142,-0.593,2.585,0.209,225.0,22.9,3.14,0.43,956.0,197.18,72.73,11.1,3.0,0.203,-0.072,1.86,0.259,-0.481,1
88.433122,0.006103,0.0344,0.021,0.5142,-0.0208,2.392,0.801,120.4,47.6,1.7,0.91,595.0,29.68,48.41,4.0,3.0,0.144,-0.298,1.525,0.818,-0.314,1
282.34315,0.01091,0.027,0.5038,0.0229,-0.4531,3.956,0.794,220.5,42.8,2.35,1.25,404.0,6.31,10.3,3.7,4.0,0.144,-0.298,1.525,0.818,-0.314,1
4.326946311,1.49e-07,2.82e-05,0.482,0.003,-0.003,5.55905,0.00063,409031.0,33.7,106.99,29.22,1481.0,1137.15,938.8,4247.8,1.0,0.35,-0.15,1.501,0.41,-0.501,0
527.29093,0.01321,0.0211,0.2371,0.2146,-0.2369,14.305,0.581,200.8,16.2,1.3,0.52,216.0,0.51,0.61,16.0,2.0,0.07,-0.268,0.919,0.368,-0.096,0
168.858303,0.007528,0.0381,0.0436,0.4268,-0.0436,12.964,0.886,119.1,13.3,2.41,0.8,526.0,18.16,17.62,9.7,2.0,0.3,-0.18,2.189,0.728,-0.815,0
5.34264143,2.074e-05,0.00316,0.021,0.44,-0.021,2.453,0.1,691.3,39.5,1.72,0.21,799.0,96.47,42.82,19.9,1.0,0.045,-0.06,0.67,0.08,-0.053,2
19.38444245,1.379e-05,0.000594,0.203,0.104,-0.116,20.5899,0.0456,3372.0,5.6,28.3,4.03,1185.0,466.04,166.38,685.3,1.0,0.195,-0.105,5.026,0.715,-1.549,0
1.645319649,9.052e-06,0.00438,0.118,0.343,-0.118,1.635,0.141,1082.0,109.0,2.46,0.44,1296.0,666.35,375.03,11.8,1.0,0.035,-0.112,0.756,0.135,-0.058,1
2.179924994,6.5e-08,2.48e-05,0.711,0.004,-0.008,4.87581,0.00085,253149.0,69.1,60.99,20.46,1448.0,1040.63,1021.36,4541.1,1.0,0.054,-0.229,0.966,0.324,-0.101,0
10.135401047,3.86e-07,3.17e-05,0.704,0.005,-0.007,5.6831,0.00096,256062.0,26.1,89.16,24.82,1035.0,270.76,226.71,4311.3,1.0,0.344,-0.159,1.415,0.394,-0.482,0
2.02487934,3.766e-05,0.0165,0.3797,0.2154,-0.3797,1.621,0.558,145.8,52.3,1.0,0.43,1284.0,643.17,897.63,7.7,2.0,0.079,-0.273,0.825,0.355,-0.092,0
15.3573445,0.0001061,0.00571,0.966,0.005,-0.72,1.634,0.218,117.1,15.5,1.42,0.22,729.0,66.65,26.33,9.6,2.0,0.04,-0.12,0.986,0.148,-0.053,1
5.71668787,3.322e-05,0.00424,0.616,0.347,-0.396,1.97,0.138,431.7,39.0,1.92,0.49,955.0,196.51,158.34,11.8,2.0,0.075,-0.175,0.883,0.229,-0.098,2
51.1658019,0.0004308,0.00673,0.817,0.04,-0.564,4.637,0.194,259.2,22.0,1.51,0.05,398.0,5.96,0.9,12.2,4.0,0.072,-0.022,0.826,0.032,-0.06,2
12.4249559,0.0003793,0.0256,0.174,0.279,-0.174,16.332,0.546,110.4,7.5,0.88,0.22,703.0,57.8,44.11,17.6,3.0,0.04,-0.16,0.847,0.213,-0.071,0
12.427135,0.001117,0.0809,0.011,0.4339,-0.011,12.81,5.0,32.5,11.6,1.05,0.48,1143.0,403.8,558.12,4.2,2.0,0.229,-0.27,1.821,0.851,-0.571,0
77.792718,0.002604,0.0329,0.576,0.387,-0.367,6.08,1.4,287.9,41.6,2.17,0.31,453.0,10.0,3.94,9.1,2.0,0.176,-0.108,1.241,0.181,-0.241,1
1.946198513,2.68e-07,0.000113,0.249,0.034,-0.025,4.0336,0.00664,130722.0,182.0,52.58,14.68,1853.0,2779.44,2378.35,902.8,1.0,0.24,-0.18,1.433,0.4,-0.36,0
5.288547653,2.471e-06,0.000375,0.93,0.004,-0.001,3.2646,0.0253,2185.3,14.0,55.28,17.19,2333.0,6999.38,5534.17,218.9,1.0,0.228,-0.152,9.169,2.85,-3.484,1
294.055263,0.007495,0.0149,0.0617,0.3971,-0.0617,14.32,0.377,770.0,39.7,2.8,1.29,288.0,1.64,2.21,21.1,2.0,0.049,-0.308,1.011,0.465,-0.095,1
30.4838006,0.000252,0.00675,1.222,6.861,-0.149,2.6,0.431,18441.0,2542.0,23.87,1.3,315.0,2.32,0.53,9.4,1.0,0.039,-0.021,0.531,0.029,-0.038,0
5.7584367,2.134e-05,0.00299,0.101,0.506,-0.101,2.587,0.264,736.6,38.9,66.22,1.43,3389.0,31195.25,4188.67,26.8,1.0,0.033,-0.03,25.287,0.546,-10.374,0
25.9522913,0.0008463,0.0205,0.142,0.317,-0.142,10.977,0.622,557.8,47.1,2.03,0.51,567.0,24.49,18.81,14.0,2.0,0.032,-0.179,0.866,0.217,-0.078,0
8.58599537,2.555e-05,0.00294,0.316,0.128,-0.316,2.4078,0.0867,818.0,26.9,39.03,2.41,2319.0,6831.52,1115.35,36.9,1.0,0.03,-0.033,13.941,0.86,-3.442,0
9.892240848,3.715e-06,0.000329,1.28,0.141,-0.093,4.1774,0.0163,5283.2,20.1,40.38,12.81,907.0,160.25,149.21,314.0,1.0,0.052,-0.208,1.009,0.32,-0.107,0
126.505657,0.007869,0.0489,0.1855,0.2709,-0.1855,8.836,0.939,95.5,15.9,1.51,0.82,528.0,18.42,30.03,3.7,5.0,0.144,-0.298,1.525,0.818,-0.314,1
1.129848432,1.56e-07,0.000114,1.042,0.265,-0.02,2.07578,0.00363,4658.5,7.6,120.13,20.27,3553.0,37690.9,15945.97,490.6,1.0,0.174,-0.116,7.102,1.198,-2.224,0
7.244778994,3.89e-07,4.43e-05,0.522,0.016,-0.003,3.3873,0.00315,99147.1,72.0,25.68,5.74,818.0,105.76,72.4,1761.4,1.0,0.034,-0.144,0.788,0.176,-0.059,0
0.730964241,3.544e-06,0.00507,0.459,0.062,-0.459,2.483,0.135,44.0,2.0,0.99,0.16,2467.0,8801.05,3669.67,28.7,1.0,0.162,-0.108,1.463,0.233,-0.285,0
117.684591,0.002107,0.0143,0.4466,0.0822,-0.4257,2.219,0.543,134.6,30.7,1.52,0.82,459.0,10.46,16.71,5.3,2.0,0.158,-0.283,1.279,0.684,-0.24,1
17.734020239,1.006e-06,4.7e-05,0.837,0.016,-0.02,7.27595,0.00266,186680.0,45.6,93.52,18.9,892.0,149.48,91.31,2905.9,1.0,0.28,-0.12,1.554,0.314,-0.472,0
46.245164,0.0004925,0.00965,0.392,0.071,-0.392,5.663,0.253,492.1,33.5,2.46,0.36,519.0,17.15,6.57,15.5,2.0,0.137,-0.1,1.107,0.161,-0.161,1
9.7043379,0.0001744,0.0145,0.07,0.374,-0.07,3.515,0.384,129.0,16.9,1.19,0.4,932.0,178.46,174.9,8.6,1.0,0.056,-0.224,1.044,0.349,-0.116,1
34.775371,0.001274,0.0284,0.4758,0.0127,-0.4755,2.93,1.2,38.8,14.9,0.67,0.11,582.0,27.11,12.1,5.7,2.0,0.025,-0.135,1.047,0.173,-0.054,1
0.306702491,7.19e-07,0.00207,0.173,0.283,-0.173,0.9074,0.0589,138.8,7.7,0.93,0.13,2318.0,6868.33,3494.56,21.9,1.0,0.095,-0.085,0.786,0.11,-0.099,1
12.7713826,0.0002123,0.0147,0.374,0.084,-0.374,3.347,0.369,141.8,19.8,1.26,0.43,851.0,123.93,121.46,8.0,2.0,0.056,-0.224,1.044,0.349,-0.116,1
0.829019343,2.367e-06,0.00401,0.72,0.075,-0.094,4.8401,0.0187,278264.0,564.0,90.08,27.67,2492.0,9089.67,8256.71,631.1,1.0,0.124,-0.186,1.328,0.408,-0.22,0
1.1080999,1.22e-05,0.0153,0.525,0.077,-0.069,3.3542,0.0333,380934.0,3151.0,124.19,75.88,2212.0,5632.6,11371.95,155.4,1.0,0.742,-0.318,1.769,1.081,-1.081,0
42.294739,0.001569,0.0323,1.145,6.927,-0.017,34.63,1.8,254.2,12.4,140.14,5.6,1083.0,324.71,40.09,25.2,1.0,0.033,-0.027,7.849,0.314,-1.781,1
215.778765,0.006439,0.0226,0.7163,0.0159,-0.539,3.737,0.778,377.6,65.5,14.71,1.05,610.0,32.65,7.7,5.8,2.0,0.029,-0.031,7.056,0.502,-1.716,0
1.444486083,6.914e-06,0.00389,0.305,0.165,-0.305,1.437,0.128,980.7,98.4,1.73,0.12,1051.0,290.01,84.76,12.0,1.0,0.054,-0.031,0.559,0.04,-0.044,1
5.99273265,2.357e-05,0.0031,0.505,0.419,-0.302,2.6502,0.0944,69.8,3.9,0.91,0.14,1010.0,245.32,109.34,19.2,3.0,0.132,-0.108,1.065,0.166,-0.15,2
5.10110666,2.355e-05,0.00359,0.083,0.355,-0.083,2.657,0.112,65.1,3.7,0.85,0.13,1065.0,304.8,135.84,19.5,2.0,0.132,-0.108,1.065,0.166,-0.15,2
11.6089351,0.0001485,0.00904,1.105,7.342,-0.063,2.957,0.499,199.6,28.9,46.44,3.35,1496.0,1184.51,248.82,8.7,2.0,0.263,-0.031,3.53,0.254,-1.08,1
94.22498,0.003005,0.0257,0.801,0.139,-0.558,22.445,0.72,346.3,24.0,1.84,0.57,387.0,5.28,4.75,15.5,3.0,0.039,-0.208,0.893,0.274,-0.091,0
14.2378417,0.0003188,0.0128,0.314,0.154,-0.314,4.86,1.1,193.0,33.7,1.1,0.1,629.0,37.02,10.57,10.5,2.0,0.025,-0.07,0.801,0.072,-0.033,1
241.0122,0.1052,0.203,0.4046,0.329,-0.3469,1.19,2.6,216.1,76.4,4.41,1.22,600.0,30.56,25.34,4.1,2.0,0.239,-0.183,2.909,0.809,-0.867,0
10.8206034,0.0001568,0.012,0.592,0.38,-0.395,2.848,0.401,116.7,19.3,1.19,0.35,885.0,145.06,129.87,7.3,2.0,0.108,-0.201,1.06,0.312,-0.168,1
164.689421,0.003776,0.0147,0.5312,0.0524,-0.4692,1.847,0.592,521.0,136.0,2.24,0.82,340.0,3.15,3.33,4.6,2.0,0.044,-0.272,0.95,0.347,-0.088,0
4.264729569,1.5e-06,0.000291,0.924,0.483,-0.057,2.2075,0.0148,22672.0,137.0,29.95,8.57,1428.0,983.86,825.22,201.6,1.0,0.392,-0.168,1.417,0.405,-0.54,0
4.804469712,4.32e-07,7.34e-05,0.567,0.008,-0.005,3.51946,0.00317,132624.0,161.0,30.97,7.08,958.0,198.67,138.93,1177.8,1.0,0.048,-0.152,0.809,0.185,-0.074,0
6.150529292,2.655e-06,0.000354,1.236,0.295,-0.104,4.4562,0.0183,2417.1,9.4,49.79,13.26,1421.0,964.26,765.61,301.4,1.0,0.293,-0.158,1.565,0.417,-0.51,0
4.944927575,8.088e-06,0.00136,1.215,6.754,-0.018,3.4648,0.0702,1028.7,19.6,19.43,0.55,728.0,66.56,9.01,62.5,1.0,0.042,-0.012,0.701,0.02,-0.034,0
4.442517008,8.44e-07,0.000158,0.936,0.21,-0.002,2.43922,0.00983,25341.5,78.7,26.08,5.73,1258.0,593.85,379.79,396.2,1.0,0.066,-0.154,1.119,0.246,-0.143,0
10.2090268,0.0001879,0.0185,0.213,0.232,-0.213,6.264,0.564,36.7,4.4,0.92,0.17,1058.0,296.42,148.26,9.8,2.0,0.115,-0.126,1.524,0.278,-0.228,1
62.7356439,0.0001074,0.0021,0.73,0.034,-0.034,10.7925,0.0131,243702.0,271.0,90.12,26.1,590.0,28.65,26.07,1115.3,1.0,0.293,-0.158,1.44,0.417,-0.459,0
7.035518449,8.027e-06,0.000944,1.268,6.444,-0.206,3.5286,0.0497,2139.0,27.3,24.91,2.81,782.0,88.6,34.71,91.5,1.0,0.082,-0.06,0.71,0.08,-0.072,0
54.2916336,0.000827,0.0115,0.7285,0.0407,-0.5362,3.364,0.462,97.8,13.2,1.67,1.06,665.0,46.21,88.28,7.9,3.0,0.135,-0.355,1.565,0.997,-0.324,1
453.54212,0.003501,0.00473,0.633,0.219,-0.405,17.026,0.24,861.0,18.6,9.23,1.76,390.0,5.45,2.74,48.8,1.0,0.375,-0.125,3.006,0.572,-1.335,2
0.579516759,3.629e-06,0.0049,0.638,0.342,-0.431,1.342,0.168,27.0,3.9,0.6,0.2,2484.0,8953.61,8451.18,9.8,1.0,0.087,-0.203,1.102,0.353,-0.151,0
122.8054416,0.0009181,0.00621,1.346,6.945,-0.062,2.663,0.261,313.0,33.7,118.62,22.57,602.0,31.11,15.64,10.6,2.0,0.375,-0.125,3.006,0.572,-1.335,1
16.2480865,0.0001632,0.00957,0.928,0.018,-0.668,8.232,0.194,438.7,22.8,2.38,0.64,704.0,58.1,47.16,21.1,1.0,0.116,-0.174,0.923,0.248,-0.134,0
466.9407,0.1497,0.035,0.2921,0.1534,-0.2919,30.56,2.2,979.2,73.1,2.9,1.16,230.0,0.66,0.8,13.7,2.0,0.099,-0.263,0.923,0.372,-0.117,0
289.788624,0.007031,0.0238,0.6187,0.0443,-0.4673,2.857,0.352,473.9,76.2,5.51,1.92,537.0,19.6,20.37,6.6,2.0,0.201,-0.22,2.407,0.835,-0.642,0
2.873657901,2.969e-06,0.00085,1.13,6.589,-0.123,2.1054,0.0467,43895.0,784.0,110.29,25.13,1830.0,2645.12,1837.53,65.6,1.0,0.536,-0.134,2.287,0.521,-1.215,0
1.680425996,8.022e-06,0.00669,0.646,0.048,-0.038,5.4548,0.018,277249.0,816.0,102.31,31.03,2203.0,5564.77,4980.91,440.1,1.0,0.175,-0.175,1.629,0.494,-0.404,0
131.68018,0.01592,0.0893,0.1224,0.3718,-0.1222,14.73,2.4,2067.0,312.0,5.96,3.91,444.0,9.15,18.67,9.2,1.0,0.109,-0.356,1.302,0.853,-0.222,0
37.8404232,0.0002658,0.00572,0.211,0.233,-0.211,6.408,0.165,232.6,10.5,1.76,0.31,607.0,32.14,15.12,23.7,3.0,0.026,-0.136,1.149,0.201,-0.067,1
200.762693,0.003632,0.0161,42.778,24.33,-27.76,2.215,0.439,1920.0,330.0,15056.9,2803.0,692.0,54.06,31.12,5.5,2.0,0.297,-0.098,3.298,0.614,-1.17,0
